config,target,metric,value
eregalloc-c0+spectral,corpus:gemm_tiled,correct,1
eregalloc-c0+spectral,corpus:gemm_tiled,run_median_s,19.429579
eregalloc-c0+spectral,corpus:gemm_tiled,run_min_s,19.417399
eregalloc-c2,corpus:gemm_tiled,compile_s,6.364
eregalloc-c2,corpus:gemm_tiled,obj_bytes,30640
eregalloc-c2,corpus:gemm_tiled,text_bytes,27031
eregalloc-c2,corpus:gemm_tiled,insns,6640
eregalloc-c2,corpus:gemm_tiled,ldr_sp,995
eregalloc-c2,corpus:gemm_tiled,str_sp,1727
eregalloc-c2,corpus:gemm_tiled,ldp_sp,0
eregalloc-c2,corpus:gemm_tiled,stp_sp,0
eregalloc-c2,corpus:gemm_tiled,mov_imm,1674
eregalloc-c2,corpus:gemm_tiled,objects,1
eregalloc-c2,corpus:gemm_tiled,kfn_insns,2025
eregalloc-c2,corpus:gemm_tiled,kfn_ldr_sp,121
eregalloc-c2,corpus:gemm_tiled,kfn_str_sp,848
eregalloc-c2,corpus:gemm_tiled,kfn_ldp_sp,0
eregalloc-c2,corpus:gemm_tiled,kfn_stp_sp,0
eregalloc-c2,corpus:gemm_tiled,kfn_mov_imm,861
eregalloc-c2,corpus:gemm_tiled,kfn_symbols,1
eregalloc-c2,corpus:gemm_tiled,correct,1
eregalloc-c2,corpus:gemm_tiled,run_median_s,19.374468
eregalloc-c2,corpus:gemm_tiled,run_min_s,19.301871
eregalloc-c2+spectral,corpus:gemm_tiled,compile_s,6.314
eregalloc-c2+spectral,corpus:gemm_tiled,obj_bytes,30336
eregalloc-c2+spectral,corpus:gemm_tiled,text_bytes,26723
eregalloc-c2+spectral,corpus:gemm_tiled,insns,6563
eregalloc-c2+spectral,corpus:gemm_tiled,ldr_sp,993
eregalloc-c2+spectral,corpus:gemm_tiled,str_sp,1690
eregalloc-c2+spectral,corpus:gemm_tiled,ldp_sp,0
eregalloc-c2+spectral,corpus:gemm_tiled,stp_sp,0
eregalloc-c2+spectral,corpus:gemm_tiled,mov_imm,1636
eregalloc-c2+spectral,corpus:gemm_tiled,objects,1
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_insns,2029
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_ldr_sp,120
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_str_sp,851
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_ldp_sp,0
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_stp_sp,0
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_mov_imm,863
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_symbols,1
eregalloc-c2+spectral,corpus:gemm_tiled,correct,1
eregalloc-c2+spectral,corpus:gemm_tiled,run_median_s,19.422982
eregalloc-c2+spectral,corpus:gemm_tiled,run_min_s,19.412744
baseline,corpus:histogram,compile_s,6.182
baseline,corpus:histogram,obj_bytes,25016
baseline,corpus:histogram,text_bytes,21431
baseline,corpus:histogram,insns,5240
baseline,corpus:histogram,ldr_sp,938
baseline,corpus:histogram,str_sp,1109
baseline,corpus:histogram,ldp_sp,0
baseline,corpus:histogram,stp_sp,0
baseline,corpus:histogram,mov_imm,1057
baseline,corpus:histogram,objects,1
baseline,corpus:histogram,kfn_insns,226
baseline,corpus:histogram,kfn_ldr_sp,45
baseline,corpus:histogram,kfn_str_sp,29
baseline,corpus:histogram,kfn_ldp_sp,0
baseline,corpus:histogram,kfn_stp_sp,0
baseline,corpus:histogram,kfn_mov_imm,54
baseline,corpus:histogram,kfn_symbols,1
baseline,corpus:histogram,correct,1
baseline,corpus:histogram,run_median_s,4.955482
baseline,corpus:histogram,run_min_s,4.454142
weighted,corpus:histogram,compile_s,6.397
weighted,corpus:histogram,obj_bytes,25768
weighted,corpus:histogram,text_bytes,22179
weighted,corpus:histogram,insns,5427
weighted,corpus:histogram,ldr_sp,1000
weighted,corpus:histogram,str_sp,1234
weighted,corpus:histogram,ldp_sp,0
weighted,corpus:histogram,stp_sp,0
weighted,corpus:histogram,mov_imm,1057
weighted,corpus:histogram,objects,1
weighted,corpus:histogram,kfn_insns,356
weighted,corpus:histogram,kfn_ldr_sp,105
weighted,corpus:histogram,kfn_str_sp,99
weighted,corpus:histogram,kfn_ldp_sp,0
weighted,corpus:histogram,kfn_stp_sp,0
weighted,corpus:histogram,kfn_mov_imm,54
weighted,corpus:histogram,kfn_symbols,1
weighted,corpus:histogram,correct,1
weighted,corpus:histogram,run_median_s,16.878865
weighted,corpus:histogram,run_min_s,16.542251
weighted+remat,corpus:histogram,compile_s,6.169
weighted+remat,corpus:histogram,obj_bytes,26680
weighted+remat,corpus:histogram,text_bytes,23091
weighted+remat,corpus:histogram,insns,5655
weighted+remat,corpus:histogram,ldr_sp,942
weighted+remat,corpus:histogram,str_sp,1324
weighted+remat,corpus:histogram,ldp_sp,0
weighted+remat,corpus:histogram,stp_sp,0
weighted+remat,corpus:histogram,mov_imm,1253
weighted+remat,corpus:histogram,objects,1
weighted+remat,corpus:histogram,kfn_insns,361
weighted+remat,corpus:histogram,kfn_ldr_sp,85
weighted+remat,corpus:histogram,kfn_str_sp,101
weighted+remat,corpus:histogram,kfn_ldp_sp,0
weighted+remat,corpus:histogram,kfn_stp_sp,0
weighted+remat,corpus:histogram,kfn_mov_imm,77
weighted+remat,corpus:histogram,kfn_symbols,1
weighted+remat,corpus:histogram,correct,1
weighted+remat,corpus:histogram,run_median_s,17.283079
weighted+remat,corpus:histogram,run_min_s,16.839584
weighted+remat+spectral,corpus:histogram,compile_s,6.239
weighted+remat+spectral,corpus:histogram,obj_bytes,26808
weighted+remat+spectral,corpus:histogram,text_bytes,23223
weighted+remat+spectral,corpus:histogram,insns,5688
weighted+remat+spectral,corpus:histogram,ldr_sp,960
weighted+remat+spectral,corpus:histogram,str_sp,1335
weighted+remat+spectral,corpus:histogram,ldp_sp,0
weighted+remat+spectral,corpus:histogram,stp_sp,0
weighted+remat+spectral,corpus:histogram,mov_imm,1257
weighted+remat+spectral,corpus:histogram,objects,1
weighted+remat+spectral,corpus:histogram,kfn_insns,361
weighted+remat+spectral,corpus:histogram,kfn_ldr_sp,86
weighted+remat+spectral,corpus:histogram,kfn_str_sp,100
weighted+remat+spectral,corpus:histogram,kfn_ldp_sp,0
weighted+remat+spectral,corpus:histogram,kfn_stp_sp,0
weighted+remat+spectral,corpus:histogram,kfn_mov_imm,77
weighted+remat+spectral,corpus:histogram,kfn_symbols,1
weighted+remat+spectral,corpus:histogram,correct,1
weighted+remat+spectral,corpus:histogram,run_median_s,17.131756
weighted+remat+spectral,corpus:histogram,run_min_s,16.84914
eregalloc-c0,corpus:histogram,compile_s,7.994
eregalloc-c0,corpus:histogram,obj_bytes,25392
eregalloc-c0,corpus:histogram,text_bytes,21807
eregalloc-c0,corpus:histogram,insns,5334
eregalloc-c0,corpus:histogram,ldr_sp,911
eregalloc-c0,corpus:histogram,str_sp,1160
eregalloc-c0,corpus:histogram,ldp_sp,0
eregalloc-c0,corpus:histogram,stp_sp,0
eregalloc-c0,corpus:histogram,mov_imm,1123
eregalloc-c0,corpus:histogram,objects,1
eregalloc-c0,corpus:histogram,kfn_insns,233
eregalloc-c0,corpus:histogram,kfn_ldr_sp,48
eregalloc-c0,corpus:histogram,kfn_str_sp,33
eregalloc-c0,corpus:histogram,kfn_ldp_sp,0
eregalloc-c0,corpus:histogram,kfn_stp_sp,0
eregalloc-c0,corpus:histogram,kfn_mov_imm,54
eregalloc-c0,corpus:histogram,kfn_symbols,1
eregalloc-c0,corpus:histogram,correct,1
eregalloc-c0,corpus:histogram,run_median_s,4.90585
eregalloc-c0,corpus:histogram,run_min_s,4.835357
eregalloc-c0+spectral,corpus:histogram,compile_s,6.303
eregalloc-c0+spectral,corpus:histogram,obj_bytes,25080
eregalloc-c0+spectral,corpus:histogram,text_bytes,21491
eregalloc-c0+spectral,corpus:histogram,insns,5255
eregalloc-c0+spectral,corpus:histogram,ldr_sp,910
eregalloc-c0+spectral,corpus:histogram,str_sp,1121
eregalloc-c0+spectral,corpus:histogram,ldp_sp,0
eregalloc-c0+spectral,corpus:histogram,stp_sp,0
eregalloc-c0+spectral,corpus:histogram,mov_imm,1084
eregalloc-c0+spectral,corpus:histogram,objects,1
eregalloc-c0+spectral,corpus:histogram,kfn_insns,235
eregalloc-c0+spectral,corpus:histogram,kfn_ldr_sp,48
eregalloc-c0+spectral,corpus:histogram,kfn_str_sp,34
eregalloc-c0+spectral,corpus:histogram,kfn_ldp_sp,0
eregalloc-c0+spectral,corpus:histogram,kfn_stp_sp,0
eregalloc-c0+spectral,corpus:histogram,kfn_mov_imm,55
eregalloc-c0+spectral,corpus:histogram,kfn_symbols,1
eregalloc-c0+spectral,corpus:histogram,correct,1
eregalloc-c0+spectral,corpus:histogram,run_median_s,4.899043
eregalloc-c0+spectral,corpus:histogram,run_min_s,3.994311
eregalloc-c2,corpus:histogram,compile_s,6.601
eregalloc-c2,corpus:histogram,obj_bytes,25320
eregalloc-c2,corpus:histogram,text_bytes,21735
eregalloc-c2,corpus:histogram,insns,5316
eregalloc-c2,corpus:histogram,ldr_sp,908
eregalloc-c2,corpus:histogram,str_sp,1156
eregalloc-c2,corpus:histogram,ldp_sp,0
eregalloc-c2,corpus:histogram,stp_sp,0
eregalloc-c2,corpus:histogram,mov_imm,1116
eregalloc-c2,corpus:histogram,objects,1
eregalloc-c2,corpus:histogram,kfn_insns,233
eregalloc-c2,corpus:histogram,kfn_ldr_sp,48
eregalloc-c2,corpus:histogram,kfn_str_sp,33
eregalloc-c2,corpus:histogram,kfn_ldp_sp,0
eregalloc-c2,corpus:histogram,kfn_stp_sp,0
eregalloc-c2,corpus:histogram,kfn_mov_imm,54
eregalloc-c2,corpus:histogram,kfn_symbols,1
eregalloc-c2,corpus:histogram,correct,1
eregalloc-c2,corpus:histogram,run_median_s,4.905614
eregalloc-c2,corpus:histogram,run_min_s,4.853234
eregalloc-c2+spectral,corpus:histogram,compile_s,6.675
eregalloc-c2+spectral,corpus:histogram,obj_bytes,25008
eregalloc-c2+spectral,corpus:histogram,text_bytes,21419
eregalloc-c2+spectral,corpus:histogram,insns,5237
eregalloc-c2+spectral,corpus:histogram,ldr_sp,907
eregalloc-c2+spectral,corpus:histogram,str_sp,1117
eregalloc-c2+spectral,corpus:histogram,ldp_sp,0
eregalloc-c2+spectral,corpus:histogram,stp_sp,0
eregalloc-c2+spectral,corpus:histogram,mov_imm,1077
eregalloc-c2+spectral,corpus:histogram,objects,1
eregalloc-c2+spectral,corpus:histogram,kfn_insns,235
eregalloc-c2+spectral,corpus:histogram,kfn_ldr_sp,48
eregalloc-c2+spectral,corpus:histogram,kfn_str_sp,34
eregalloc-c2+spectral,corpus:histogram,kfn_ldp_sp,0
eregalloc-c2+spectral,corpus:histogram,kfn_stp_sp,0
eregalloc-c2+spectral,corpus:histogram,kfn_mov_imm,55
eregalloc-c2+spectral,corpus:histogram,kfn_symbols,1
eregalloc-c2+spectral,corpus:histogram,correct,1
eregalloc-c2+spectral,corpus:histogram,run_median_s,4.903991
eregalloc-c2+spectral,corpus:histogram,run_min_s,4.846576
baseline,corpus:jacobi_2d,compile_s,6.3
baseline,corpus:jacobi_2d,obj_bytes,22704
baseline,corpus:jacobi_2d,text_bytes,19119
baseline,corpus:jacobi_2d,insns,4662
baseline,corpus:jacobi_2d,ldr_sp,922
baseline,corpus:jacobi_2d,str_sp,831
baseline,corpus:jacobi_2d,ldp_sp,0
baseline,corpus:jacobi_2d,stp_sp,0
baseline,corpus:jacobi_2d,mov_imm,798
baseline,corpus:jacobi_2d,objects,1
baseline,corpus:jacobi_2d,kfn_insns,186
baseline,corpus:jacobi_2d,kfn_ldr_sp,35
baseline,corpus:jacobi_2d,kfn_str_sp,13
baseline,corpus:jacobi_2d,kfn_ldp_sp,0
baseline,corpus:jacobi_2d,kfn_stp_sp,0
baseline,corpus:jacobi_2d,kfn_mov_imm,56
baseline,corpus:jacobi_2d,kfn_symbols,1
baseline,corpus:jacobi_2d,correct,1
baseline,corpus:jacobi_2d,run_median_s,2.620557
baseline,corpus:jacobi_2d,run_min_s,2.550278
weighted,corpus:jacobi_2d,compile_s,6.172
weighted,corpus:jacobi_2d,obj_bytes,23704
weighted,corpus:jacobi_2d,text_bytes,20115
weighted,corpus:jacobi_2d,insns,4911
weighted,corpus:jacobi_2d,ldr_sp,1010
weighted,corpus:jacobi_2d,str_sp,992
weighted,corpus:jacobi_2d,ldp_sp,0
weighted,corpus:jacobi_2d,stp_sp,0
weighted,corpus:jacobi_2d,mov_imm,798
weighted,corpus:jacobi_2d,objects,1
weighted,corpus:jacobi_2d,kfn_insns,378
weighted,corpus:jacobi_2d,kfn_ldr_sp,121
weighted,corpus:jacobi_2d,kfn_str_sp,119
weighted,corpus:jacobi_2d,kfn_ldp_sp,0
weighted,corpus:jacobi_2d,kfn_stp_sp,0
weighted,corpus:jacobi_2d,kfn_mov_imm,56
weighted,corpus:jacobi_2d,kfn_symbols,1
weighted,corpus:jacobi_2d,correct,1
